commenterID,commentBody,date_posted
UCU0rwF0Oj-x3n9GLJsMId2w,Bin your TV 📺,2026-03-24T12:07:02Z
UChzg9-LaZfSLdzrw8vPQfyA,Trump and Netanyahoo are the ones keeping the global economy hostage,2026-03-24T12:06:47Z
UCkKdfx0imp9awquSvfFbmwA,Remind us all who started this distruption?,2026-03-24T12:06:42Z
UCtb33CAdva_ndSfzVuwwjRA,Operation Epstien Furry.,2026-03-24T12:06:39Z
UCvMY1T3clNKLxh9OxsysUiQ,Only solution...level Iran.,2026-03-24T12:06:29Z
UCM4FEhkvRltsff5BJ5RZghw,poop boy has no idea what he's doing...he's lost without his best friend Epstein.,2026-03-24T12:06:00Z
UCe7SVO20EhT1nM9fMwGVZZA,"😂 Stricking from the sky doesn't eliminate Iran s capability to launch attacks it only reduces,why don't you go For  grownd invasion if hv you got balls so we ll seee who ll be the last man standing in the end...",2026-03-24T12:05:57Z
UCesK_T9fiamNfLBaZiauwzg,Very Epicstein.,2026-03-24T12:05:57Z
UCtb33CAdva_ndSfzVuwwjRA,How DARE Iran shoot back? MONSTERS THIS PROVES THEY ARE MONSTERS AND TOTALLY JUSTIFIES THIS WAR.,2026-03-24T12:05:51Z
UCNKvdxNvQzYC4eU4hrsppQQ,"Why crying now , The GENOEPS started this and now crying?",2026-03-24T12:05:50Z
UC1QQUxVZ-s-ENSQNaZWVWtA,"Go Trump and good luck to our military.I think we should help the regular Iranian citizens by dropping drone kits for them to find targets for us do recon etc,and we can support them from the sky",2026-03-24T12:05:44Z
UCf8O1AUBuYrR82BF_T4DPRA,"“Hey Trump, you are fired! …Thank you for your attention to this matter.”- Revolutionary Guards spokesman",2026-03-24T12:05:32Z
UCt80ZlmSVMnd9tu9wrNipBQ,"The closest thing to a nuclear bomb, that’s not a nuclear bomb; that’s the kind of bomb they should drop on Israel",2026-03-24T12:05:28Z
UCUGlvvZVHkUXOTBrcORjkKg,And the wack a mole continues  🏁,2026-03-24T12:05:24Z
UCThUSVZvWGhIq_cgkULFYEA,Iran please more ! Give it to us non stop !,2026-03-24T12:05:14Z
UCPB0QQB3ByPJxXhE5cpUqxg,Trump a few days ago: the Iranians want to surrender. Trump today: the Iranians want to negotiate. Trump tomorrow: the Iranians are my friends and I have become their leader.,2026-03-24T12:05:11Z
UClDfbfOMkQ3fjQJo8h26_Ig,Don’t trust Iran. They r crazy religious terrorists,2026-03-24T12:05:07Z
UCYM_VNjeNtVz9eV9lCz-fFw,"First you hit a regime that is Patriotic and Religious. And do not understand how that would impact the power balance in a country if you go there and have ""negotiations""...

Had it been Iran that bombed Washington DC and killed DJT, the USA would be very willing to negotiate with Iran about ending the war? I do not think ""negotiation"" would be a matching term...

Firstly, you would seeking justice. You would be seeking revenge. Even if you spoke with Iranian leadership in that situation, you would be thinking about surrendering just after a few weeks? That does not make any sense.

Whoever follows Trump as the president of the USA, should immediately in the beginning of his term apologize Iranian people and government for what the USA under Trump has done. Unprovoked. And that would still not be enough to the hardline Islamists. Like apologizing of annihilation of Trump would not definately be okay for some Americans even though the country responsible for the act would apologize. Use your heads.",2026-03-24T12:05:02Z
UCA0dxq0AeptjR73x7kVedOg,Can you tell me the % of propaganda FoxNews has? just curious,2026-03-24T12:05:00Z
UCQ2dO2GIO0H7XwbOFggFAoA,"In the REAL WORLD 
PPL WORLD SAY THIS PRESIDENT IS A BAD PERSON WHO BETRAYED HIS PPL AND COUNTRY AND HE WOULD BE REMOVED 
IN TODAY'S SOCIETY THEY CHUGG THE KOOL-AID WILLINGLY",2026-03-24T12:04:59Z
UC9gjD0esHgVxMdQ4bi2QNhw,Any regime member needs to see the writing on the wall and slip out the back...,2026-03-24T12:04:57Z
UClXBOAvKdgp1KrLeRKB0T_g,it  already  look  like  Palestine  ?     only  a  moron   believes   the    anointed  madman  of  Rothschild's  henchmen,2026-03-24T12:04:53Z
UCdas5-SofpSywrlkSG-uH2Q,Donold said he spoke to an unidentified Iranian official. They said he didn’t. He said he spoke to a former president about attacking Iran. They say he didn’t. He said he spoke with the president of Puerto Rico. Hey MAGATS who the hell has trump been imagining he is talking too? 🤨,2026-03-24T12:04:51Z
UCEbEGWtpanVfglo-YH7bwvQ,Israel is an utter abomination of humanity.,2026-03-24T12:04:46Z
UC0CZ8WG0LNZKsaC9-AnZ_xg,how much shorted yesterday trump boys?,2026-03-24T12:04:45Z
UCdEqjQgE1nU1arK_QLalfbQ,All the three groups doing very well by destroying one another's weapons of mass destruction.,2026-03-24T12:04:40Z
UCs-WumRC_QEFT5Sg-4IPRBQ,Well common sense don't start wars you can't finish 🤷‍♂️,2026-03-24T12:04:28Z
UCKouJGfzLP7gd4tAcMIsqXg,Quit being political! Make iran a sand box! In Five days!,2026-03-24T12:04:08Z
UCJcw8NwUhwTsFP3H4jGr01g,Making a deal with the devil is criminal and catastrophic in my opinion. This regime is brutal and vicious therefore total annihilation is the only way to finally have a peaceful and prosperous future for the Middle East and the world. Finish the job now.,2026-03-24T12:04:04Z
UCNu-8k7xsqMuuGFKltIHIRw,"Pete say the thing 

The problem is Iran keeps firing missiles they are free to stop",2026-03-24T12:04:03Z
UCi66R_uniYurSzKjSc-8usA,"""Regenerating capabilities"" ""90% destroyed"" Iran rebuilds in one day! Lies, lies, lies. The truth is that Iran has thowsands of missiles and drones underground, nukes included. US intelligence could not see it. Total miscalculation.",2026-03-24T12:04:02Z
UC0CZ8WG0LNZKsaC9-AnZ_xg,🥳,2026-03-24T12:03:58Z
UCf2eX-31KCrb1xfnlFK4soQ,"Should not have started this aggression against Iran 🇮🇷 
Now! Get what you deserve",2026-03-24T12:03:45Z
UC87mcZIiuGBoyHJvbWsNS-g,"Who is in charge in Iran?
It is clear that there are two factions in charge.
One is IRGC. They are the military arm.  They do not want to quit fighting. They are the ones who claim there are no negotiations going on. The IRGC is fragmented and pieces are making decisions on their own.
The other is the Clergy, the Mullahs. They are the religious arm.  Their leadership has been decimated. They ultimately control Iran but have questionable leadership at the moment. I believe this is who President Trump is negotiating with.",2026-03-24T12:03:40Z
UCOKPxoTjcF7dgmW9BdyGZ-Q,"Americ4 is just a lackey of Isr4el, so this is what is called a big country LOL ,, dignity or prestige?",2026-03-24T12:03:30Z
UCVCPrstJDsvNHbjWfTDB18A,Highly disingenuous for Fox news to show the clip of bibi the bomber and not show the part where he says he doesn't care about Trump's deal he's not going to stop bombing them,2026-03-24T12:03:23Z
UCglziJciqFw0kBr_0fOXmYw,Trump is smart he will find a way to end this b4 nukes start flying,2026-03-24T12:03:18Z
UCEmWp2cnXMeBWoCmriZjtnA,What happened the last time Iran was In negotiations with the US. &  Israel? Oh yeah.,2026-03-24T12:03:10Z
UC_kF2t5pxG65W50P5CL65Xw,"More Trump BS for the markets, Iran has said there are no talks on any level.....You can always tell when Trump is lieing because his lips move......",2026-03-24T12:02:57Z
UC6tr76JtS-6R1AcbwxEQLwA,Warheads on foreheads. 👍,2026-03-24T12:02:46Z
UCZWc2L0gBVbhac8zDo3Z6dw,PREVENT THE DETENTION OF MR. REDHA BENDRIDI IN A MENTAL HOSPITAL AND PRISON AND OPEN THE CASE.,2026-03-24T12:02:34Z
UCdpHb5_IlwA-my3BhjovhwQ,True promise indeed,2026-03-24T12:02:31Z
UCBA0Fn19WDaZT4LRHXD9P0w,"Mullas…..mullas…..mullas……

That’s loss of basic decency! Israeli trait. 
So…..white trash of WEST are the only Terrorists.",2026-03-24T12:02:30Z
UCqoOoRrf0m294TPm8jXhZpw,"Iran needs to flatten Israel, like Israel did to Gaza.",2026-03-24T12:02:30Z
UCxamPDubJD1YyIGBdIxd5Hg,I was told Iran doesn’t have any more missiles like a week ago,2026-03-24T12:02:26Z
UC8lfihEYGsd74rPqsd6y74Q,Isn't Epstein Fury on a 5 day hiatus,2026-03-24T12:02:13Z
UCdmbvFxKWSEtdD6MtdmFmiQ,I just also don't think we won uuuhhhh who controls the oil,2026-03-24T12:02:02Z
UCGKDscA3arD2KjdTI8EDVDw,Iran only defending itself.,2026-03-24T12:01:59Z
UCx2iyIlUnrLLvhJbcTvvmPQ,Speaking lies and perverted mentality 😮,2026-03-24T12:01:54Z
UCnVIr507XNxR5YA2TnUoDsQ,A stupid and wasteful war that didn't need to happen.,2026-03-24T12:01:47Z
UCEbEGWtpanVfglo-YH7bwvQ,"I am looking at the skylne of Tel Aviv and I'm asking myself, ""How does a country like Israel which exports nothing but terrorism become so rich"". Hint...AIPUC.",2026-03-24T12:01:41Z
UCFPvDAabiZuI61kZyxInGcQ,"diaper don illegal war 
The orange circus continues",2026-03-24T12:01:29Z
UC4zdSAvPBZ7TcD5cv9DthsA,Trump has had enough; he has bitten more than he can chew. Shame! NO NEGOTIATION!!,2026-03-24T12:01:23Z
UCq_Mypr1jV1iz1yaYRi1rLg,Operation Epstein Fury,2026-03-24T12:01:19Z
UCnG1OvQpAJ8ru0LdJimuJUQ,Why are the Iranians retaliating? Why can't they just surrender after being repeatedly and mercilessly attacked?!?,2026-03-24T12:01:16Z
UCLRwm2y80fYtwtxxrbzicDg,Trump is desperate to end the war. Iran isn't.  It'll end when the US leaves the region,2026-03-24T12:01:16Z
UCcYIwdJqvyUlIS_knKzwjKA,"Well, Israel did demand that Iran turn over its ballistic missiles. They’re complying.",2026-03-24T12:01:11Z
UCFYMiGKjd9wEQrGQPbF0APA,Think Iran said 🖕 Trump n Israel.,2026-03-24T12:01:05Z
UCpS4GP8H0Nsdd3ixxij-DnA,Epic fail?,2026-03-24T12:01:04Z
UCFeKUvAn1EWDqZfCPuA1A6A,Degrading? Why they continue to hit Israel? Stop dealing with Iran instead bomb their powerplants now❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2026-03-24T12:01:03Z
UC2Ic7-c4TIp9p9jEoTd6j5Q,In 5days us Marines are inside Iran,2026-03-24T12:00:55Z
UCX6tPnX-Bia5EBCKTdurR2g,Trump’s in it now there’s no where for him to go Iran will be defeated just not as easily as he thought,2026-03-24T12:00:49Z
UCfPWA1pCEip99q9nuCEa2GA,wow im in Fox News commen section and everyone can see through the BS. You guys definately lost the plot,2026-03-24T12:00:46Z
UCBA0Fn19WDaZT4LRHXD9P0w,White Trash in west are the TERRORISTS.,2026-03-24T12:00:31Z
UCXj-8Zvz8gE1MJb1WpaijsA,why is trump giving a bill of our money to a french energy company?,2026-03-24T12:00:29Z
UC7oGUKq5RdpCHeo2TMcto0A,"Even Fox News, even Fox News is now publicizing the fact that Israel is already on one knee.",2026-03-24T12:00:25Z
UCUjXvftvp-OWzDxLXgbAjPw,"Don’t worry, Trump said there are “productive talks” already.",2026-03-24T12:00:24Z
UC4IIq-D0HkwPv1xIdq6SmiQ,Channel of Pedophils Regime,2026-03-24T12:00:20Z
UCsfGZs84-Gm9A_gyh2fx5iA,👺Israeli Soldiers Reportedly Torture Gaza Toddler 1-year-old Karim Abu Nassar being burned with a cigarette and pierced with a nail. I fear Jewish people wherever they are in the world.,2026-03-24T12:00:18Z
UCF2cCtij_xcyloCC6Bbh1og,"Iran is retaliating not attacking, it was Israel and usa that attacked Iran, your propaganda is dying, the world is waking up to your lies, Iran confirmed no deals ATM with USA, wonder who's winning?",2026-03-24T12:00:15Z
UC9eO38MKVVzixaqqRLP8eew,So basically we lost the war that we started.,2026-03-24T12:00:14Z
UCzFlD40Uc-0142qJxH3Ye8Q,I like this deal...,2026-03-24T12:00:09Z
UCS9jfFDSpGGdfOTtLiqFhig,"""48 hrs or I will Obilerate you!!""  this just in ""President Trump wants to give them another chance 5 days"".... what a freakin joke... all this while we see his followers sucking him off.... America's a circus right now",2026-03-24T12:00:09Z
UCl3rck_kOfDhpQcJAQUD5pA,"Bravo bravo, gentiles live matter 🎉🎉🎉",2026-03-24T12:00:04Z
UCoKJyKD2ClaX2NGpHa4GVSg,"Saudiarabien  ,Qatar ,  Dubai  Kuwait  is israels biches d😂😂😂😂",2026-03-24T11:59:52Z
UCY7EEIzWK6H0dc3mpkrhLgg,But but Trump's having talks with Iran.........NOT,2026-03-24T11:59:50Z
UC23L1wR18WTgptbmvsv2rzw,FAKE NEWS!!! Iran says there is no talks with Washington and they do not want to talk to Washington. Talk time is over!,2026-03-24T11:59:46Z
UC4IIq-D0HkwPv1xIdq6SmiQ,Nice to listen from this channel the word 'Islamic Regime',2026-03-24T11:59:31Z
UCKrZGcshuOaigWeRPYibVAQ,"Iran is not interested in a deal, this is obvious.",2026-03-24T11:59:27Z
UC6HXfu0vYhn9lDf91stv6XA,The Chinese are winning this war without spending a dime. Why would you allow Trump to stay in power since he does nothing but weaken America. It's stultifying to the rest of the world that this foolish old man is in charge of your country.,2026-03-24T11:59:17Z
UCIBuIKx3fg2-Q10LPF91VOw,fake news station warmongers jewishwhores,2026-03-24T11:59:05Z
UC6eNgCvm-PV3dS_D3yw4cjw,Blame all of it to Obama and the democrats. They signed a stupid deal with Iran.,2026-03-24T11:59:04Z
UCdmbvFxKWSEtdD6MtdmFmiQ,Good for him just don't think so,2026-03-24T11:58:58Z
UCzr4CcD6uDTiUeQLaBIB1Cw,W Iran,2026-03-24T11:58:57Z
UCy6hnzjb7zbwco61ZmpWcbQ,fak news,2026-03-24T11:58:52Z
UC9r-LrRChCIHS6eerxnh_fg,OPERATION EPIC FLOP,2026-03-24T11:58:48Z
UCr-b2AfxyHOD5WstENTj96A,"""Exterminate,exterminate,exterminate!"" Actually these hypersonics carry a 1,000 kilogram warhead, which is 2,200 lbs of nasty. But what does Fox know.",2026-03-24T11:58:38Z
UCbzcO76drmbU-Xqloyi6aFg,Trump and Bini gotta go all out to end that regime... stop delaying.,2026-03-24T11:58:31Z
UCF1c2bo15livuPTwdcRCH9Q,Operation Epic Failure.,2026-03-24T11:58:19Z
UCNSFCeZBhNPQ8fonMgSieww,You are funny your so fake,2026-03-24T11:58:18Z
UCjdoopuWWcad5ltzii9Rj7Q,Israel broke the 5 days of peace,2026-03-24T11:57:54Z
UCUaodA6q8ZmHRPRGU3UjjNw,This news station is pure propaganda.,2026-03-24T11:57:30Z
UCQxMm531kKmzzdwtZMW7SbA,lzrail is looking forward to another american tax money of 1000 billion.,2026-03-24T11:57:27Z
UCE1nTltMa8uDrA9tN6-vong,A deal...hahaha... a fake deal... Iran won't make deal with hypocrites.  While négociation was still in process YOU Israel and usa bombed Iran..  twice... but not this time...no more deals no more ceasefire.  This war will bring down the petrodollar. The crumbling of usa as an empire..,2026-03-24T11:57:11Z
UCeIfOhzO2hL6nP6WnLdjD6A,Why havent they joined till now,2026-03-24T11:57:09Z
UCKWUi5aeJcCeITvtAZfv4dQ,"Trump wants out because he knows he lost.  He will quit like he did the USFL, casinos and construction contracts.",2026-03-24T11:57:04Z
UCyH0W5TpW0xvUIlat97ZUxA,iran won't make deal with traitors  she try that twice and yr Boss natanyaho Spoil that with,2026-03-24T11:56:59Z
UCjIz-HMu1EeXCXLnhESEjLw,Oh noooo…. 😒,2026-03-24T11:56:50Z
UCRmNrrwAj0C8vSeAqwBKDRA,"Iran is ""obliterated""....CNN says ""not so much"" ...fox, hegseth, taco. and MAGA cry......then Iran slams Tel Aviv with a Ka-Boom!.......who is ""fake news"" now?
taco sets a line in the sand....then quickly erases and moves said line🤣🤣🤣🤣🤣🤣🤣🤣
get that Nobel Peace Prize ready........",2026-03-24T11:56:50Z
UCLQaXudvWccKIoWKBBln62w,FAFO,2026-03-24T11:56:44Z
UC0hvl1UckeK8I5bQihTi9rQ,Hopefully Iran takes out Israel before a deal is made.  I'm tired of Israel running this administration.,2026-03-24T11:56:42Z
UCQ2dO2GIO0H7XwbOFggFAoA,"Just look at that ceasefire the finest ceasefire nobody has ever seen a ceasefire so big
The best ever ceasefire",2026-03-24T11:56:39Z
UCCGlBGstQGIK0uabZJnySAw,"Sir, you need to stall for time to allow our troops to arrive on scene.",2026-03-24T11:56:38Z
UClwH1K-4v5H5-YS8cBMaAmg,They will never make a deal!!!,2026-03-24T11:56:35Z
UCVyZiiI5h3bp2ktpWcbu6uQ,"prettier than fireworks,  praise GOD almighty,  in Jesus name",2026-03-24T11:56:17Z
UCtBAJ9cGpklhF2bX1VsVkKQ,5 days to wait for the Marines to show up to the gulf.,2026-03-24T11:56:12Z
UCDIxmqfM4tyFrBO1VSSshHQ,operation aipac fury is failing.,2026-03-24T11:56:07Z
UC2yGHeIyLIEUXapdP9Sf9jA,Iran has been set back by a lot. Make sure to strangulate their money makers,2026-03-24T11:55:54Z
UCnHWTBoWCrVFSE0mU1yo-Vg,May those that sow war reap the cost.,2026-03-24T11:55:50Z
UCYRjCPeiFDfcd8UBFo8rcOw,Is this a media,2026-03-24T11:55:50Z
UCKvaVgZhtoe5Rqyjnnxoe8w,Fox is crying😂😂,2026-03-24T11:55:46Z
UCfivK8MaQMIKCtpNW5XC4Ww,War happens when both sides believe they can win.,2026-03-24T11:55:43Z
UCdPQkkDGoUN7GAiccpDZ_dw,Just get rid of the middle east,2026-03-24T11:55:42Z
UC-nzK8HAb3I8aE7A2lCj6mg,Trump postponed the ultimatum and then Iran bombs. Seems like Iran doesn't want a deal.,2026-03-24T11:55:39Z
UCANNPB7w8urEI9iWoWbHhRg,Why is that possible as Trump claims Irans Military is about finished maybe obliterated. ?,2026-03-24T11:55:23Z
UCoKJyKD2ClaX2NGpHa4GVSg,Amerika  biggest terorist on this planet,2026-03-24T11:55:18Z
UCHKIPQv25157mcOdgAnewNA,😂😂😂😂😂😂😂😂2-5 days,2026-03-24T11:55:15Z
UC46rYhShL5LMq8rcZeOUh7A,"Epic theory..😂
Dramp 😂",2026-03-24T11:55:15Z
UC3XGdZ9J5eOO5DW3G6eMWAQ,Islamic republic of Iran Zindabad,2026-03-24T11:55:09Z
UC3yz66MDZ7jDy3YWHkUo0mw,RUSIA AND CHINA ARE PROVIDING IRAN WITH THESE BOMBS..🇺🇸💯🇺🇸💯🙏🙏🩸💯🇺🇸🩸🩸,2026-03-24T11:55:01Z
UCydit5gIOMAURy6S2jGGY8g,Lmfao Iran said no talks occurred ...gotta love the Media towing the line in its PROGRAMMING smh 😂😂😂,2026-03-24T11:54:55Z
UCmWNCgx9jaR8rBPYEhMAIGw,"There are no negotiations taking place. Iran already said the US and Israel attacked them during their last two negotiations and Iran doesn’t trust them. Trump got his bluff called and is trying to save face. Also, Fox News is the most propaganda filled news outlet in America.",2026-03-24T11:54:45Z
UCZbsnnEoPzDY04AjP1KkZjw,Most important question was unanswered at the end,2026-03-24T11:54:30Z
UCwWkEKZyk-LMb2goGOg-gxQ,A real💩show,2026-03-24T11:54:21Z
UCfew6Rsouq6HgUdOP8a6mzA,If we knock out their power grid. They knock out our power grid. Who here in the United States wants to go without power for one year or more? I actually think it would be hilarious 😂,2026-03-24T11:54:15Z
UCoeQpJc4LSWCwWp7goLtVAA,America it s just the Israel lobbies bitxx,2026-03-24T11:54:15Z
UCGy-2DC8o2dM_8EW6U9-Ufg,Iran is not giving up yet.   Pray for Trump to have discernment,2026-03-24T11:54:07Z
UCYM_VNjeNtVz9eV9lCz-fFw,"Do you know how confusing it is that Trump says, Iran has no weapons. That Admin is talking about total destruction of both the regime and weapons.

So if there is no regime and there are no weapons, who is bombing Israel?

As long as you have Trump as a president  you do not make any sense. The USA is a s*itshow. Fox News has always been a s*itshow, but you should really be following the truth and not what WH propagates you because as long as you just follow WH, you will be contradicting yourselves and what WH/you are saying. And there can be only one truth: example in this case: are the weapons and regime destructed or not? Trump says, they are, you are reporting about Iran bombing Israel....

If you ask Trump, he would probably say: ""I think it is possible to bomb places without having bombs, because reality is a spiral. Sometimes you just get a bomb from somewhere, and then you lose it. It's gone. And then, a massive explosion.""",2026-03-24T11:54:07Z
UCctFuBF_WMib0ReAGH35pRA,😂 President J Trump is a true deceiver. 48hrs and then 5 days,2026-03-24T11:54:05Z
UCgBKAg3ss1NCwf_XxeJfSNg,"Simple, stop attacking IRAN and they will stop as well, but if you want WAR (Epstein War) then don't complain when Iran hits back.

 Iran is fighting the real ""War on Terror""",2026-03-24T11:54:04Z
UCIodsoHO3YNr-XWox0c0buQ,Got to love Fox News.  Israel First News Network.  Netanyahu is a liar.  If he told me the sun was shining I would go outside and see for myself.  Netanyahu has wanted a war with Iran for years and now he has a US president who is naive enough to give it to him.  Some officers high up in the US military believe that this is a holy war and that they are going to start Armageddon and usher in the second coming.  Pistol Pete Hegseth said as much.,2026-03-24T11:54:02Z
UCTkP20HwCFkSsdp1u_DmdDw,It is needed to do regime change in Israel,2026-03-24T11:53:58Z
UCYiQEtJ3OCIsSQTaD6E7wRQ,"Idf nothing without trump
Make Israel look like Lebanon and Palestine",2026-03-24T11:53:58Z
UCgTy0Q1Qgfa0INYRLU_LTnQ,Americans want to see the rest of those Epstein Files!,2026-03-24T11:53:50Z
UCT4z1W7dqt5NtKs38rQFm3A,😂😂😂🎉🎉🎉,2026-03-24T11:53:48Z
UCrPYi-BqiJDk7MJW59BuEpQ,AIPAC has purchased our government.,2026-03-24T11:53:43Z
UCdLMPRBcbuypeO2PNLgoqNA,There is no deal. Its all delusional BS,2026-03-24T11:53:42Z
UClh46LIrNkouf-YyQJ7gUsg,TRUMP DID THAT,2026-03-24T11:53:40Z
UCV2RP_JOhOaUyisfjede7lQ,This twit is reading from a script that he hasn’t the intelligence to write ✍️ fox the propaganda arm of the trump regime are panicking and so they should have you seen the state of the Middle East recently? No thought not they are being bombed like no ones ever seen before sound familiar anyone pounded obliterated your full of it and this fk up is no where close to ending,2026-03-24T11:53:36Z
UC0sSXt2icadzpTFDePp8tig,God bless Iran and Palestine! Flatten Israel!,2026-03-24T11:53:35Z
UC10Q7VMANct_P5IQ6dw_lTA,More lion roar required,2026-03-24T11:53:34Z
UCxYES0KNcG5s_48fnQ1i3Qw,US ran out of ammunition. Needs five days to replenish amo😅😅,2026-03-24T11:53:33Z
UC8oUBVgixq2TekwSf9j8T6Q,Blowing up Israel is too kind!,2026-03-24T11:53:32Z
UCT4z1W7dqt5NtKs38rQFm3A,Now the Big Things are coming,2026-03-24T11:53:32Z
UCuNNSELdsUX1SqV2YnB6eFQ,What massacres made by Israel in gaza is never forgotten  by world. Although USA is more Human😂.,2026-03-24T11:53:28Z
UC92noRTwHV7Ty1Sjv8dxwqQ,Taco said 48 hours.,2026-03-24T11:53:28Z
UCoovT_WqL37U7En83pV1LQA,Fox News = CNN,2026-03-24T11:53:27Z
UCpcjTqcV5lgTcdsvYL3KIWA,"Iranians are NOT talking to USA!!! They are communicating through another country but their position is still the exact same. The only fools putting up Conny's lies are Murdoch's manipulative media machine. The rest of the world get the real news. The war wont be over when Conny says it will. Iran will not stop for 50 or 100 years or more!!! They will just do lone wolf attacks world wide on western countries. They are proud to die even if they take no one with them. Just trying they believe they will earn a spot below Allah for eternity. Conny has pulled the pin on a world wide grenade because his oil company mates in offices wanted control of Venezuelan oil and Iran oil. Conny thought this would be over in a week. They would give up. Only people that give up are the ones scared to die. Trump driven dictatorship of the world, greed, money and donations from oil companies. Militant Iranians driven by religion!!!",2026-03-24T11:53:26Z
UCZop2oFdQTlQzu3wXoaZ00w,Fox News fake news,2026-03-24T11:53:23Z
UC-Mc4NAhyKNO6ju2hDeSL7w,is it not possible to intercept the missiles that islamic repoblic has recently been firing at israel from outside ???,2026-03-24T11:53:22Z
UC7yIgkP5SJ4w66aw6ZCow2w,Unconditional surrender is the only way with these murdering leaders,2026-03-24T11:53:15Z
UCYSHkYusEppLSwzGqnFDR4A,"i love trump but he's obviously lying and has no plan on how to deal with Israel, the real enemy.",2026-03-24T11:53:14Z
UC2hVQXnGTDSiErgdmmIv1eQ,How dare Iran shoot back.,2026-03-24T11:53:11Z
UCVu3Ut34Aai8uJxuAxSb7gQ,Iran and russia did the same pattern.bombing the civilians that israel absorb all bombs.iran misilles embeded to its civilians dwellings.i hope trump knew this patteen.human shield.,2026-03-24T11:53:00Z
UCgTy0Q1Qgfa0INYRLU_LTnQ,"Will ""air power"" put an end to religious fanaticism?",2026-03-24T11:52:50Z
UCEjpVF_UfRotkbhdFH_lQNA,"2:19 another ai video, this guy's definitely dead, he died march the 8th, he avoids defence meetings, his kid went silent, every video has 2024 inside it or errors like 6 fingers",2026-03-24T11:52:50Z
UCPkNEhml9MnkL-B7HU6OsPg,"Ya'll b0mbing the 💩💩💩💩💩 out of iran, and they still have phone services. 😢😢😢😢😢😢 IT CAN'T BE WITH VERIZON.",2026-03-24T11:52:48Z
UCrPYi-BqiJDk7MJW59BuEpQ,Americans send your kids to your local recruiters officer to join the war and fight for Israel and you will go to heaven. If you don’t you go to hell. Israel doesn’t have to fight because they are Gods people and we aren’t so it’s our duty to die for Israel and expend all of our resources.,2026-03-24T11:52:43Z
UCb_HSU_l1OVulGoZPTpffxQ,"Wow, watching from europe I gotta say Trumps propaganda beats Putins propaganda all day...was a european Trump supporter, now I gotta watch Cenk on TYT to hear real news. What cnn was to Biden, Fox is to Trump, completely FAKE NEWS!",2026-03-24T11:52:39Z
UCFeKUvAn1EWDqZfCPuA1A6A,Finish Iran now usa❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2026-03-24T11:52:36Z
UCctFuBF_WMib0ReAGH35pRA,"Where are the interceptor like David Slings, Arrow 2 & 3 and Iron Dome",2026-03-24T11:52:34Z
UCvg0b3FbOHybRQRtgwrwEuw,Is America great yet 😂😂,2026-03-24T11:52:34Z
UCTkH7o0_87pyvoNbgd2MhsA,BREAKING NEWS: Israel just reported they along with other Middle East states have destroyed thousands of Iranians missiles and drones with their buildings.,2026-03-24T11:52:32Z
UCY9MDn9andZy45ziQWjAYlA,Hmmmm this is crazy,2026-03-24T11:52:27Z
UCYsByGPKo2z-ScSP4D4sdvQ,"May Almighty God punish more than this and take revenge for Gaza and what they are doing in Lebanon, Ameen",2026-03-24T11:52:25Z
UC9JMcL8W_UDq3z20hTCfO3g,The Orange guy and Bibi with tiny hat looking for fire exit to escape. Boomerang. In short KARMA,2026-03-24T11:52:21Z
UCWaY6WpRvHCf8fimnQ49i9w,Boza,2026-03-24T11:52:21Z
UC_yYbCZ2HA26cWRPXHBKv9A,Let's make a deal why would you ever want to stop pulverize them,2026-03-24T11:52:19Z
UChejV3w7k1NSszjyNZd3_RQ,Fox.  Pravda lives in the USA.,2026-03-24T11:52:17Z
UCTkH7o0_87pyvoNbgd2MhsA,Why does Israel and the US want a deal?  Obviously the losing sides are begging for mercy. lmao,2026-03-24T11:51:58Z
UCFSU_wNZmR4c6OfUQnGl9GA,if i were trump you fire one more missile and we will turn your country into tar last warning,2026-03-24T11:51:53Z
UCB-5mGBR-cIRbd7jDjYJfBQ,Time to Nuke Iran 🇮🇷 they won’t listen!,2026-03-24T11:51:52Z
UCz94dAa2rWQcC9FLqhKA8Lg,"Giving them 5 days to reload, so the fighting resumes sooner",2026-03-24T11:51:48Z
UC-Im3tHQDYDr-LnAAgnwnZw,Donald Trump and his supporters are racist and dumb.,2026-03-24T11:51:46Z
UCpvE6vQBJut29yDtLg_ri0g,"I’m disappointed in Trump 
I think he’s beaing selfish",2026-03-24T11:51:41Z
UCSsEmTLRpPoUUATXZ4PR7BA,BS DEAL…,2026-03-24T11:51:40Z
UCri4gEc2McWuAQv_LFcXeCg,That's because Israel hit Iran hard after Trump said 5 day extension,2026-03-24T11:51:36Z
UCHU7PNMPMPzfj5vrZzpLUmw,Using the war to play the markets. Smart but insanely corrupt. Trump will go down as the most corrupt administration in decades if this is the case.,2026-03-24T11:51:34Z
UC0SeFe9JaDWrg8hhY81Sahw,Operation Epstein files distraction going great I see...,2026-03-24T11:51:33Z
UCdwyhEr-H1PYKHgTpk4nFJQ,Decades long wars always start with a limited couple week engagement.,2026-03-24T11:51:29Z
